chembl_id,selfies,smiles
CHEMBL11353,[C][C][C][C@H1][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][Branch1][#C][C][S][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],CCC[C@H1](NC(=O)C(CSC(=O)C1=CC=CC=C1)C(C)C2=CC=CC=C2)C(=O)O
CHEMBL11354,[O][=C][C][S][C][=N][C][=C][N][Ring1][Branch1][C][=Ring1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][Ring2][Ring1][Ring1],O=C1C=2SC3=NC=CN3C=2C(=O)C4=C(Cl)C=CC(O)=C41
CHEMBL11355,[N][C][=N][C][Branch1][C][O][=C][N][=C][Branch1][C][Br][N][Branch1][=C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][Ring1][#C][=N][Ring2][Ring1][Ring2],NC1=NC(O)=C2N=C(Br)N(C3CCC4=CC=CC=C43)C2=N1
CHEMBL1163366,[O][=C][Branch1][#C][N][C][C][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],O=C(NCCSCC1=CC=CC=C1Cl)C2=CC=CC=C2Cl
CHEMBL11281,[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][Ring1][=N],O=C(O)CC1=CC=C2C(=C1)C=CC3=CC(F)=CC=C3O2
CHEMBL11282,[C][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][#Branch2][C][Ring1][=C][=O][C][C][C][=Branch1][C][=O][N][C][Ring2][Ring1][=Branch1][=O],CC1(N2C(=O)C3=C(F)C(F)=C(F)C(F)=C3C2=O)CCC(=O)NC1=O
CHEMBL11283,[C][C][/C][=Branch2][Ring1][Branch1][=C][Branch1][#Branch2][\C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][O][O][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][=C],CC/C(=C(\CC1=CC=CC=C1)C2=CC=CC=C2)C3=CC=C(OCN4CCCCC4)C=C3
CHEMBL11284,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][#C][C][=N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][S][Ring1][Branch2][C][Branch1][C][O][=C][Ring1][#C],O=C(O)C1=CC=C(C2=N[C@@H1](C(=O)O)CS2)C(O)=C1
CHEMBL11376,[C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][#C][C][N][C][C][C][C][C][Ring1][=Branch1],CC(=O)N(C)CC#CCN1CCCCC1
CHEMBL11377,[C][C][=C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][O][S][Branch1][C][N][=Branch1][C][=O][=O][C][Branch1][C][C][=C][Ring1][N][O][C][Ring1][P][=O],CC1=C(C)C2=CC=C(OS(N)(=O)=O)C(C)=C2OC1=O
CHEMBL90,[N][C][C][C][=C][NH1][C][=N][Ring1][Branch1],NCCC1=C[NH1]C=N1
CHEMBL11308,[O][=C][Branch1][S][/C][=C][\N][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],O=C(/C=C\N(O)CC1=CC=CC=C1)C2=CC=C(F)C=C2
CHEMBL11309,[O][=C][Branch2][Ring1][#Branch2][/C][=C][\N][Branch1][C][O][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],O=C(/C=C\N(O)CC1=CC=C(C2=CC=CC=C2)C=C1)C3=CC=C(F)C=C3
CHEMBL11310,[C][O][C][=C][C][=C][Branch2][Ring2][Branch1][C][C][C][C][N][C][C][C][=C][Branch1][#C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][NH1][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=N][Ring2][Ring1][=C],COC1=CC=C(CCCCNCCC2=C(C3=CC(C)=CC(C)=C3)[NH1]C4=CC=CC=C24)C=N1
CHEMBL11399,[C][N][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],CN(O)/C=C\C(=O)C1=CC=C(F)C=C1
CHEMBL11400,[C][N][Branch2][Ring1][#C][C][C][S][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][P][C][C][N][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],CN(CCSC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)[NH1]1)CCN(CCN4CCOCC4)C(=O)NC5=CC=C(F)C=C5F
CHEMBL11401,[C][O][C][=C][C][=C][Branch2][Ring1][N][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][Branch2][C][=N][C][=C][O][Ring1][Branch1][C][=C][Ring1][O][C][=C][Ring2][Ring1][=Branch2][O][C],COC1=CC=C(CCNCC(O)COC2=CC=C(C3=NC=CO3)C=C2)C=C1OC
CHEMBL11336,[C][O][C][=Branch1][C][=O][N][C][=C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][C][C][C][Ring2][Ring1][O][=O],COC(=O)NC1=CN=C(C2=CC=C(F)C=C2)N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C1=O
CHEMBL11420,[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][=C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][C][N][C][C][C][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=C],CC1=CC(C)=CC(C=2[NH1]C3=CC=CC=C3C=2CCNCCCCCC4=CC=NC=C4)=C1
CHEMBL11422,[C][C][C][C][C][C][C][N][Branch2][Ring2][C][C][C][O][C][C][S][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],CCCCCCCN(CCOCCSC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)[NH1]1)C(=O)NC4=CC=C(F)C=C4F
CHEMBL11423,[O][=C][C][Branch1][C][Cl][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2],O=C1C(Cl)=C(NC2=CC=C(Br)C=C2)C(=O)C3=CN=CC=C31
CHEMBL3310356,[O][=C][Branch1][C][O][/C][Branch1][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][=N][\N][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][N][=C][S][Ring1][P],O=C(O)/C(CC1=CC=CC=C1[N+1](=O)[O-1])=N\NC2=NC(C3=CC=C(C4CCCCC4)C=C3)=CS2
CHEMBL11441,[O][=C][Branch1][C][O][C@@H1][C][S][C][Branch1][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O][=N][Ring1][S],O=C(O)[C@@H1]1CSC(C2=NC3=CC=CC=C3C=C2O)=N1
CHEMBL4560014,[N][C][C][C][N][C][=C][N][=C][Ring1][Branch1][C][Ring1][=Branch2],NC1CCN2C=CN=C2C1
CHEMBL11445,[C][C][C][C][C][C][C][N][Branch2][Ring2][=Branch2][C][C][C][C][C][S][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][NH1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],CCCCCCCN(CCCCCSC1=NC(C2=CC=C(F)C=C2)=C(C3=CC=C(F)C=C3)[NH1]1)C(=O)NC4=CC=C(F)C=C4F
CHEMBL11446,[C][C][=C][C][=C][Branch1][C][C][N][Ring1][=Branch1][N][C][=N][N][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][C][C][C][C][Ring1][=Branch1],CC1=CC=C(C)N1NC2=NN=C(N3CCOCC3)C4=C2CCCC4
CHEMBL11447,[C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][C][C@H1][Branch2][Ring1][=Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Branch1][C][C][=Branch1][C][=O][=O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][#C],CCCNC(=O)NC1=CC=CC(C2=CC=C(C[C@H1](NS(=O)(=O)C3=CC=CC=C3S(C)(=O)=O)C(=O)O)C=C2)=C1
CHEMBL11448,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1],CC(C)(C)OC(=O)CNC(=O)NC1CCCCC1
CHEMBL11449,[C][/C][=C][Branch1][#C][\N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][Branch1][C][F][F][C][=Branch1][C][=O][O],C/C=C(\NC(=O)C1CC1(F)F)C(=O)O
CHEMBL11928,[O][=N][N][Branch1][Ring2][C][C][Cl][C][=Branch1][C][=O][N][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Ring1][Branch2],O=NN(CCCl)C(=O)NC1CCS(=O)(=O)CC1
CHEMBL11930,[C][C][Branch1][C][C][C][C][/C][=C][Branch1][#C][\N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][Branch1][C][C][C][C][=Branch1][C][=O][O],CC(C)CC/C=C(\NC(=O)C1CC1(C)C)C(=O)O
CHEMBL11931,[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][=C][C][=C][Ring1][S][NH1][Ring2][Ring1][Ring1],COC(=O)NC1=NC2=CC(C(=O)NC3=CC=CC(C)=N3)=CC=C2[NH1]1
CHEMBL11402,[C][C][O][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][=Branch1][C][C][#C][C][N][Branch1][C][C][C][Branch1][C][C][=O],CCOC(=O)C1CCCCN1CC#CCN(C)C(C)=O
CHEMBL11403,[C][C][Branch1][C][C][C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],CC(C)C(NC(=O)CN1C(C2=CC=CC=C2)=NC=C(NC(=O)OCC3=CC=CC=C3)C1=O)C(=O)C(F)(F)F
CHEMBL11404,[C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][C][=C][O][C][=C][C][Ring1][Branch1][=C][Ring1][=N][Ring1][=Branch2],CC(=O)NCCC1=CC=CC2=CC=C3OC=CC3=C12
CHEMBL11494,[C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Branch1][Branch1][C][C@H1][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][S][C][Branch1][C][C][=O][C][Branch1][C][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][Branch1],CC(=O)OC1=CC=C(C[C@H1](NC(=O)C(CSC(C)=O)C(C)C2=CC=C(F)C(F)=C2)C(=O)OCC3=CC=CC=C3)C=C1
CHEMBL11424,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][O][C][S][C][=C][C][=C][C][=N][Ring1][=Branch1][N][S][Branch1][C][C][=Branch1][C][=O][=O],CC(C)(C)NC(=O)C1=CC=CC=C1C[C@@H1](O)[C@H1](CC2=CC=CC=C2)NC(=O)[C@H1](CSC3=CC=CC=N3)NS(C)(=O)=O
CHEMBL11425,[O][=C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2],O=C1CC2(CCCC2)CC(=O)N1CCCCNCC3COC4=CC=CC=C4C3
CHEMBL11426,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=C][C][S][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][S][Branch1][C][C][=Branch1][C][=O][=O],CC(C)(C)NC(=O)C1=CC=CC=C1C[C@@H1](O)[C@H1](CC2=CC=CC=C2)NC(=O)[C@H1](CSC3=CC=C(F)C=C3)NS(C)(=O)=O
CHEMBL11515,[C][C][N][C][C][C][=C][NH1][C][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][Ring2],CCNCCC1=C[NH1]C(CCC(C2=CC=CC=C2)C3=CC=CC=C3)=N1
CHEMBL11516,[O][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring1][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C1C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(=O)N1CC3=CC=CC=C3
CHEMBL11517,[C][=C][Branch1][C][C][C@@H1][C][C][C@][Branch2][Ring1][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C@][Branch1][C][C][C@H1][Branch2][Ring1][P][C][C][C][C@@][Branch1][C][C][C][C][C@H1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch2][C][C][C@][Ring1][=C][Ring2][Ring1][Ring1][C][C@@H1][Ring2][Ring2][=N][Ring2][Ring2][#Branch2],C=C(C)[C@@H1]1CC[C@]2(C(=O)NCCCCCCCC(=O)N(C)CC(=O)O)CC[C@]3(C)[C@H1](CCC4[C@@]5(C)CC[C@H1](O)C(C)(C)[C@@H1]5CC[C@]43C)[C@@H1]12
CHEMBL11536,[C][C][C][N][C][C][C][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=C],CCCN1CCCC(C2=CC=C(O)C(O)=C2)C1
CHEMBL11537,[C][C][C][C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][S][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],CCCCC(NC(=O)C(CS)C(C)C1=CC=CC=C1)C(=O)O
CHEMBL11538,[C][C][=C][C][Branch1][=N][N][N][=C][C][=Branch1][C][=O][NH1][C][Ring1][#Branch1][=O][=C][C][Branch1][C][Cl][=C][Ring1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C],CC1=CC(N2N=CC(=O)[NH1]C2=O)=CC(Cl)=C1S(=O)(=O)N(C)C
CHEMBL11539,[C][/C][=C][Branch1][S][\N][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][O],C/C=C(\NC(=O)CCCC(=O)OCC)C(=O)O
CHEMBL11541,[O][=C][Branch1][#C][/C][=C][\N][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],O=C(/C=C\N(O)C1=CC=CC=C1)C2=CC=C(F)C=C2
CHEMBL11473,[N][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C],NS(=O)(=O)OC1=CC=C2C(C(F)(F)F)=CC(=O)OC2=C1
CHEMBL11474,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][=C][C][=C][Branch1][N][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C][O][C].[O][=C][Branch1][C][O][C][=Branch1][C][=O][O],CCCN(CCC)CCC1=CC=C(OCCC2=CC=CC=C2)C=C1OC.O=C(O)C(=O)O
CHEMBL11475,[C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O],CC1=CC(=O)C2=C(O)C=CC(O)=C2C1=O
CHEMBL11563,[C][/C][Branch2][Ring1][=Branch2][C][C][C][C][C][=C][Branch1][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O][C][Ring1][#C][=N][\O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],C/C(CC1CCC2=C(C=CC=C2OCC(=O)O)C1)=N\OC(C3=CC=CC=C3)C4=CC=CC=N4
CHEMBL11495,[O][=C][Branch2][Ring1][=Branch1][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C(NC(CC1=CC=C(O)C=C1)C(=O)O)C(CS)CC2=CC=CC=C2
CHEMBL11497,[F][C][=C][C][=C][Branch2][Ring2][=C][C][C][C][N][C][C][C][C][Ring1][Branch1][C][C][Branch2][Ring1][O][O][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][P],FC1=CC=C(CCCN2C3CCC2CC(OC(C4=CC=C(F)C=C4)C5=CC=C(F)C=C5)C3)C=C1
CHEMBL11518,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=N][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][=C][Ring1][N][Cl],CC(=O)OC1=C(Cl)C(Cl)=NC(C(Cl)(Cl)Cl)=C1Cl
CHEMBL11520,[O][=C][C][=N][N][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][C][=Branch1][C][=O][NH1][Ring2][Ring1][=Branch1],O=C1C=NN(C2=CC=C(S(=O)(=O)N3CCCCC3)C=C2)C(=O)[NH1]1
CHEMBL11521,[O][=C][Branch1][C][O][C][=C][C][Branch1][C][Br][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][O][C][Ring2][Ring1][=Branch1][=Ring1][P],O=C(O)C1=CC(Br)=CC=2C(=O)C=C(C3=CC=C4C=CC=CC4=N3)OC1=2
CHEMBL11610,[C][C][N][Branch2][Ring1][#Branch1][C][C][=C][N][=C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][C][Ring1][Branch2][=C][Ring1][N][C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C],CCN(CC1=CN=C2N=C(N)N=C(N)C2=C1C)C3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C3
CHEMBL11611,[C][C][C][C][=Branch1][C][=O][O][C][=C][C][Branch1][#Branch2][O][S][Branch1][C][N][=Branch1][C][=O][=O][=C][C][=C][Ring1][O][Ring1][S],CC1CC(=O)OC2=CC(OS(N)(=O)=O)=CC=C21
CHEMBL11612,[C][C][C][C][C][C][C][N][Branch2][Ring2][O][C][C][C][C][C][S][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][NH1][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][C][C][C][Ring1][=Branch1],CCCCCCCN(CCCCCSC1=NC(C2=CC=C(OC)C=C2)=C(C3=CC=C(OC)C=C3)[NH1]1)C(=O)CC4CCCCC4
CHEMBL11631,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][Branch2][Ring2][C][C][C][C][C][C][S][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][P][C][C][O][C][C][O],CC(C)NC(=O)N(CCCCCSC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)[NH1]1)CCOCCO
CHEMBL11632,[C][O][C][C][N][Branch1][C][C][C][=C][C][=C][Branch1][=N][N][N][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][Ring1][=C],COCCN(C)C1=CC=C(NN2C(C)=CC=C2C)N=N1
CHEMBL11635,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][NH1][Ring1][=N][C][=C][Ring2][Ring1][Ring1],COC1=CC=C(C2=NC=3C(=O)N(C)C(=O)N(C)C=3[NH1]2)C=C1
CHEMBL11636,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][NH1][Ring1][=N][C][=C][Ring2][Ring1][Ring1][O][C],COC1=CC=C(C2=NC=3C(=O)N(C)C(=O)N(C)C=3[NH1]2)C=C1OC
CHEMBL11564,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][N],CCCN(CCC)C1CCC2=CC=C(O)C(O)=C2C1
CHEMBL11565,[C][O][C][=C][Branch1][C][Cl][C][Branch1][O][O][C][C][Branch1][C][F][Branch1][C][F][F][=N][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][=C][Ring1][P][Cl],COC1=C(Cl)C(OCC(F)(F)F)=NC(C(Cl)(Cl)Cl)=C1Cl
CHEMBL11566,[O][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C1C2=CC=CC(O)=C2C(=O)N1C3=CC=CC=C3
CHEMBL11926,[O][=S][=Branch1][C][=O][Branch1][P][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],O=S(=O)(CS(=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1Cl
CHEMBL11927,[C][N][Branch1][C][C][C][C][C][O][C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring2][Ring1][Ring2],CN(C)CCCOC=1C=C(C(=O)NC2=NC=CS2)N(CC3=CC=CC=C3)N=1
CHEMBL11586,[C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C][=O],CC1CC(=O)N(OS(=O)(=O)/C=C/C2=CC=CC=C2)C1=O
CHEMBL11588,[C][/C][=C][Branch1][O][\N][C][=Branch1][C][=O][/C][=C][/C][=C][/C][C][=Branch1][C][=O][O],C/C=C(\NC(=O)/C=C/C=C/C)C(=O)O
CHEMBL11590,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][=C][C][Branch1][C][Br][=C][C][Branch1][C][Br][=C][Ring1][Branch2][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[O][=C][Branch1][C][O][C][=Branch1][C][=O][O],CCCN(CCC)CCC1=CC(Br)=CC(Br)=C1OCCC2=CC=CC=C2.O=C(O)C(=O)O
CHEMBL11311,[C][O][C][=C][C][=C][Branch1][#Branch2][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=N][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[O][=C][Branch1][C][O][C][=Branch1][C][=O][O],COC1=CC=C(CCN2CCCC2)C=C1OCCC3=CC=CC=C3.O=C(O)C(=O)O
CHEMBL11613,[C][C][=C][C][=C][Branch1][C][C][N][Ring1][=Branch1][N][C][=C][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][N][=N][Ring1][=N],CC1=CC=C(C)N1NC2=CC=C(N3CCN(C)CC3)N=N2
CHEMBL11614,[O][=C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C1C2=CC=CC([N+1](=O)[O-1])=C2C(=O)N1C3=CC=CC=C3
CHEMBL11615,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][N],CCCN(CCC)C1CCC2=C(C=CC=C2OC)C1
